Node0px,Node0py,Node0pz,Node1px,Node1py,Node1pz,Node2px,Node2py,Node2pz,Node3px,Node3py,Node3pz,Node4px,Node4py,Node4pz,Node5px,Node5py,Node5pz,Node6px,Node6py,Node6pz,Node7px,Node7py,Node7pz,Node8px,Node8py,Node8pz,Node9px,Node9py,Node9pz,Node10px,Node10py,Node10pz
(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m)
198.5981,323.3738,-317.6892,180.3736,291.6951,-288.9659,162.0912,260.0625,-260.228,143.7514,228.476,-231.4751,125.3545,196.9358,-202.7073,106.9007,165.4418,-173.9246,88.3903,133.9939,-145.1271,69.8232,102.5919,-116.3152,51.1994,71.2358,-87.4894,32.5188,39.9253,-58.6501,13.781,8.66,-29.798
198.599,323.3768,-317.6932,180.3758,291.6999,-288.9676,162.0943,260.0685,-260.2282,143.7549,228.4828,-231.4747,125.3582,196.9428,-202.7069,106.9043,165.4485,-173.9249,88.3935,134,-145.1289,69.8256,102.597,-116.319,51.2008,71.2395,-87.4958,32.5188,39.9272,-58.6596,13.7794,8.66,-29.8112
198.6,323.3781,-317.7036,180.378,291.703,-288.9756,162.0974,260.073,-260.2345,143.7586,228.4881,-231.4801,125.3621,196.9485,-202.7121,106.9082,165.4542,-173.9307,88.3969,134.0052,-145.1358,69.8283,102.6014,-116.3277,51.2025,71.2427,-87.5068,32.5192,39.929,-58.6735,13.7782,8.66,-29.8284
198.6009,323.3777,-317.7201,180.3803,291.7045,-288.9896,162.1006,260.0758,-260.2467,143.7624,228.4919,-231.4911,125.3662,196.9529,-202.7228,106.9121,165.4587,-173.9417,88.4005,134.0094,-145.1477,69.8312,102.605,-116.3412,51.2044,71.2453,-87.5223,32.5199,39.9304,-58.6915,13.7775,8.66,-29.8492
198.6018,323.3755,-317.7422,180.3824,291.7042,-289.009,162.1037,260.077,-260.2643,143.7662,228.4942,-231.5075,125.3702,196.9557,-202.7386,106.9161,165.4618,-173.9575,88.4041,134.0125,-145.1642,69.8343,102.6076,-116.3588,51.2066,71.2473,-87.5416,32.521,39.9315,-58.7128,13.7773,8.66,-29.8729
198.6027,323.3716,-317.7691,180.3845,291.7022,-289.0335,162.1067,260.0765,-260.2867,143.7698,228.4947,-231.5287,125.3741,196.9571,-202.759,106.92,165.4636,-173.9777,88.4077,134.0144,-145.1848,69.8373,102.6094,-116.3802,51.2088,71.2487,-87.5642,32.5223,39.9322,-58.737,13.7775,8.66,-29.8989
198.6034,323.3663,-317.8001,180.3864,291.6985,-289.0621,162.1095,260.0743,-260.3134,143.7731,228.4937,-231.554,125.3778,196.9569,-202.7834,106.9237,165.464,-174.0018,88.4112,134.015,-145.2089,69.8403,102.6101,-116.4048,51.2111,71.2493,-87.5896,32.5238,39.9326,-58.7634,13.7781,8.66,-29.9264
198.6041,323.3596,-317.8343,180.3881,291.6934,-289.0941,162.112,260.0705,-260.3436,143.7761,228.491,-231.5827,125.3811,196.9551,-202.8112,106.9271,165.4629,-174.0289,88.4143,134.0144,-145.2357,69.8431,102.6098,-116.4317,51.2134,71.2491,-87.6168,32.5254,39.9325,-58.7911,13.7791,8.66,-29.9547
198.6046,323.3517,-317.8708,180.3894,291.6869,-289.1285,162.114,260.0652,-260.3764,143.7787,228.4869,-231.614,125.3839,196.9519,-202.8414,106.9299,165.4604,-174.0583,88.4171,134.0126,-145.2646,69.8456,102.6085,-116.4602,51.2155,71.2483,-87.6452,32.5271,39.9321,-58.8194,13.7805,8.66,-29.9828
198.6049,323.3429,-317.9084,180.3904,291.6792,-289.1645,162.1155,260.0586,-260.4108,143.7806,228.4813,-231.6471,125.3861,196.9473,-202.8733,106.9323,165.4567,-174.0892,88.4194,134.0096,-145.2947,69.8477,102.6063,-116.4896,51.2175,71.2468,-87.674,32.5288,39.9313,-58.8475,13.7821,8.66,-30.0102
198.6049,323.3334,-317.9461,180.3909,291.6706,-289.2009,162.1165,260.0509,-260.4459,143.782,228.4745,-231.681,125.3877,196.9414,-202.9059,106.934,165.4517,-174.1207,88.4211,134.0056,-145.3251,69.8494,102.6032,-116.519,51.2191,71.2446,-87.7023,32.5305,39.9302,-58.8747,13.784,8.66,-30.0359
198.6047,323.3235,-317.9829,180.391,291.6613,-289.2368,162.1168,260.0423,-260.4808,143.7826,228.4666,-231.7147,125.3885,196.9344,-202.9384,106.9349,165.4457,-174.152,88.4222,134.0005,-145.3551,69.8506,102.5992,-116.5477,51.2204,71.2419,-87.7294,32.5321,39.9287,-58.9001,13.786,8.66,-30.0593
198.6041,323.3136,-318.0178,180.3905,291.6515,-289.2712,162.1165,260.033,-260.5144,143.7824,228.458,-231.7473,125.3885,196.9266,-202.9699,106.9351,165.4388,-174.1821,88.4226,133.9947,-145.3838,69.8512,102.5946,-116.5747,51.2214,71.2386,-87.7545,32.5335,39.927,-58.923,13.7882,8.66,-30.0798
198.6032,323.3038,-318.0498,180.3894,291.6417,-289.3032,162.1154,260.0234,-260.5459,143.7814,228.4488,-231.778,125.3877,196.9181,-202.9995,106.9345,165.4312,-174.2104,88.4222,133.9883,-145.4104,69.8512,102.5895,-116.5994,51.2219,71.235,-87.777,32.5347,39.9251,-58.9429,13.7903,8.66,-30.0967
198.602,323.2945,-318.078,180.3879,291.632,-289.3318,162.1137,260.0136,-260.5744,143.7797,228.4394,-231.8059,125.3861,196.9092,-203.0264,106.9331,165.4231,-174.2359,88.4211,133.9813,-145.4342,69.8506,102.5839,-116.6211,51.2219,71.231,-87.7962,32.5357,39.923,-58.9592,13.7925,8.66,-30.1096
198.6005,323.2859,-318.1016,180.3858,291.6227,-289.3563,162.1113,260.0041,-260.599,143.7772,228.4299,-231.8302,125.3836,196.9002,-203.0498,106.9309,165.4149,-174.258,88.4193,133.9742,-145.4545,69.8493,102.5781,-116.6391,51.2215,71.2269,-87.8116,32.5363,39.9208,-58.9715,13.7945,8.66,-30.1182
198.5987,323.2784,-318.1201,180.3832,291.6142,-289.3759,162.1083,259.995,-260.6192,143.774,228.4207,-231.8502,125.3804,196.8913,-203.0692,106.9279,165.4067,-174.276,88.4168,133.967,-145.4708,69.8475,102.5723,-116.6531,51.2206,71.2227,-87.8228,32.5367,39.9186,-58.9794,13.7964,8.66,-30.1223
198.5966,323.272,-318.1329,180.3802,291.6066,-289.3903,162.1047,259.9866,-260.6343,143.7701,228.4121,-231.8655,125.3766,196.8828,-203.0839,106.9243,165.3987,-174.2896,88.4137,133.9599,-145.4826,69.8452,102.5665,-116.6627,51.2193,71.2186,-87.8295,32.5367,39.9164,-58.9827,13.7981,8.66,-30.1218
198.5943,323.2671,-318.1396,180.3769,291.6002,-289.3989,162.1007,259.9793,-260.644,143.7658,228.4042,-231.8755,125.3722,196.8749,-203.0936,106.9202,165.3913,-174.2983,88.4101,133.9533,-145.4896,69.8424,102.5611,-116.6675,51.2176,71.2147,-87.8315,32.5364,39.9143,-58.9814,13.7995,8.66,-30.1166
198.5919,323.2637,-318.1402,180.3734,291.5951,-289.4016,162.0964,259.9731,-260.648,143.7611,228.3974,-231.8801,125.3674,196.8679,-203.098,106.9156,165.3845,-174.3018,88.406,133.9472,-145.4917,69.8392,102.5561,-116.6674,51.2155,71.211,-87.8288,32.5357,39.9123,-58.9755,13.8006,8.66,-30.1071
198.5895,323.2619,-318.1345,180.3697,291.5916,-289.3982,162.092,259.9683,-260.6462,143.7561,228.3918,-231.879,125.3623,196.862,-203.097,106.9107,165.3787,-174.3002,88.4017,133.9419,-145.4888,69.8357,102.5516,-116.6626,51.2132,71.2078,-87.8215,32.5348,39.9106,-58.9653,13.8013,8.66,-30.0935
198.5871,323.2618,-318.1229,180.3661,291.5897,-289.389,162.0875,259.965,-260.6387,143.7511,228.3876,-231.8724,125.3571,196.8573,-203.0906,106.9057,165.374,-174.2934,88.3972,133.9375,-145.4809,69.832,102.5479,-116.6531,51.2106,71.2051,-87.8098,32.5336,39.9091,-58.951,13.8017,8.66,-30.0761
198.5848,323.2634,-318.1055,180.3626,291.5894,-289.3741,162.0831,259.9633,-260.6256,143.7462,228.3849,-231.8605,125.352,196.854,-203.0791,106.9008,165.3705,-174.2817,88.3927,133.9342,-145.4684,69.8283,102.545,-116.6392,51.2079,71.2029,-87.7941,32.5322,39.9079,-58.933,13.8018,8.66,-30.0556
198.5828,323.2666,-318.083,180.3593,291.5908,-289.3541,162.0789,259.9633,-260.6074,143.7415,228.3838,-231.8435,125.3471,196.8522,-203.0627,106.8959,165.3683,-174.2654,88.3883,133.9319,-145.4515,69.8246,102.543,-116.6214,51.2052,71.2014,-87.7748,32.5306,39.9071,-58.9119,13.8015,8.66,-30.0324
198.581,323.2713,-318.056,180.3564,291.5938,-289.3294,162.0751,259.9649,-260.5846,143.7371,228.3843,-231.8221,125.3425,196.8519,-203.0421,106.8914,165.3675,-174.2449,88.3841,133.9308,-145.4309,69.821,102.5419,-116.6001,51.2024,71.2005,-87.7525,32.5288,39.9066,-58.8883,13.8008,8.66,-30.0074
198.5795,323.2774,-318.0253,180.3539,291.5983,-289.301,162.0718,259.968,-260.558,143.7333,228.3863,-231.7968,125.3384,196.8531,-203.0177,106.8873,165.368,-174.221,88.3803,133.931,-145.4071,69.8177,102.5418,-116.576,51.1998,71.2004,-87.7279,32.527,39.9065,-58.8629,13.7998,8.66,-29.9811
198.5783,323.2847,-317.9918,180.3518,291.6042,-289.2695,162.069,259.9726,-260.5282,143.73,228.3899,-231.7684,125.3349,196.8557,-202.9903,106.8838,165.3699,-174.1943,88.377,133.9323,-145.3807,69.8147,102.5427,-116.5498,51.1973,71.2009,-87.7016,32.5251,39.9068,-58.8364,13.7985,8.66,-29.9543
198.5775,323.293,-317.9565,180.3502,291.6113,-289.2359,162.0668,259.9786,-260.4962,143.7274,228.3948,-231.7377,125.332,196.8597,-202.9607,106.8808,165.3731,-174.1656,88.3741,133.9348,-145.3527,69.8121,102.5445,-116.5222,51.195,71.2021,-87.6744,32.5232,39.9074,-58.8095,13.7969,8.66,-29.9279
198.577,323.302,-317.9204,180.3491,291.6193,-289.2012,162.0653,259.9857,-260.4628,143.7254,228.4009,-231.7056,125.3298,196.8649,-202.9298,106.8786,165.3774,-174.1357,88.3719,133.9383,-145.3237,69.81,102.5472,-116.4941,51.1931,71.204,-87.6471,32.5214,39.9083,-58.7831,13.7951,8.66,-29.9025
198.5768,323.3115,-317.8845,180.3486,291.6281,-289.1664,162.0644,259.9937,-260.4292,143.7242,228.4081,-231.6731,125.3284,196.8712,-202.8985,106.877,165.3828,-174.1056,88.3703,133.9427,-145.2947,69.8083,102.5506,-116.4662,51.1914,71.2064,-87.6204,32.5196,39.9096,-58.7578,13.7932,8.66,-29.8788
198.577,323.3212,-317.8499,180.3486,291.6374,-289.1325,162.0641,260.0025,-260.3961,143.7238,228.4162,-231.6411,125.3278,196.8785,-202.8676,106.8762,165.3891,-174.0759,88.3693,133.948,-145.2664,69.8073,102.5548,-116.4394,51.1901,71.2093,-87.5952,32.5181,39.9111,-58.7344,13.7911,8.66,-29.8575
198.5774,323.3309,-317.8175,180.349,291.647,-289.1004,162.0645,260.0117,-260.3646,143.724,228.4248,-231.6105,125.3278,196.8864,-202.8381,106.8761,165.3962,-174.0477,88.3691,133.9539,-145.2397,69.8067,102.5595,-116.4143,51.1893,71.2126,-87.5721,32.5167,39.9129,-58.7136,13.7891,8.66,-29.8392
198.578,323.3402,-317.7883,180.3499,291.6565,-289.071,162.0654,260.0211,-260.3356,143.7249,228.4339,-231.5821,125.3287,196.8948,-202.8107,106.8768,165.4037,-174.0217,88.3694,133.9604,-145.2152,69.8068,102.5647,-116.3918,51.1888,71.2162,-87.5518,32.5156,39.9148,-58.6958,13.787,8.66,-29.8243
198.5788,323.349,-317.7631,180.3511,291.6657,-289.0453,162.0669,260.0304,-260.3099,143.7265,228.443,-231.5569,125.3302,196.9034,-202.7864,106.8781,165.4115,-173.9986,88.3705,133.9671,-145.1938,69.8073,102.5701,-116.3724,51.1888,71.2201,-87.5348,32.5147,39.9168,-58.6816,13.7851,8.66,-29.8133
198.5798,323.357,-317.7424,180.3527,291.6745,-289.0238,162.0689,260.0395,-260.2881,143.7286,228.452,-231.5353,125.3323,196.912,-202.7656,106.8801,165.4194,-173.979,88.3721,133.974,-145.1759,69.8084,102.5756,-116.3566,51.1892,71.224,-87.5216,32.5142,39.9189,-58.6713,13.7833,8.66,-29.8065
198.5809,323.3639,-317.727,180.3546,291.6824,-289.0071,162.0712,260.0479,-260.2709,143.7313,228.4606,-231.5182,125.335,196.9204,-202.749,106.8826,165.4271,-173.9636,88.3743,133.9808,-145.1621,69.8101,102.5812,-116.3449,51.19,71.228,-87.5125,32.514,39.9211,-58.6653,13.7818,8.66,-29.804
198.5821,323.3697,-317.7172,180.3567,291.6894,-288.9957,162.074,260.0556,-260.2587,143.7343,228.4686,-231.5058,125.3381,196.9283,-202.7371,106.8856,165.4346,-173.9526,88.3769,133.9874,-145.1527,69.8121,102.5866,-116.3376,51.1912,71.2319,-87.5077,32.5141,39.9231,-58.6636,13.7805,8.66,-29.8059
198.5833,323.3741,-317.7132,180.359,291.6952,-288.9899,162.077,260.0624,-260.2518,143.7378,228.4758,-231.4985,125.3417,196.9355,-202.73,106.8891,165.4414,-173.9464,88.38,133.9935,-145.1479,69.8146,102.5916,-116.3348,51.1928,71.2355,-87.5074,32.5145,39.9251,-58.6663,13.7795,8.66,-29.812
198.5846,323.377,-317.7151,180.3614,291.6996,-288.9898,162.0802,260.0679,-260.2503,143.7415,228.482,-231.4964,125.3456,196.9419,-202.728,106.8929,165.4476,-173.9451,88.3835,133.9991,-145.1479,69.8174,102.5962,-116.3366,51.1947,71.2389,-87.5115,32.5153,39.9269,-58.6733,13.7789,8.66,-29.8223
198.5859,323.3785,-317.7228,180.3639,291.7027,-288.9953,162.0835,260.0722,-260.2543,143.7454,228.487,-231.4997,125.3497,196.9472,-202.7311,106.897,165.4528,-173.9487,88.3872,134.0039,-145.1525,69.8206,102.6003,-116.3429,51.197,71.2418,-87.52,32.5164,39.9285,-58.6843,13.7786,8.66,-29.8363
198.5872,323.3783,-317.7361,180.3664,291.7043,-289.0063,162.0869,260.075,-260.2637,143.7493,228.4907,-231.508,125.354,196.9513,-202.7391,106.9012,165.4571,-173.957,88.3911,134.0078,-145.1617,69.8239,102.6036,-116.3534,51.1995,71.2443,-87.5324,32.5178,39.9298,-58.699,13.7787,8.66,-29.8536
198.5885,323.3766,-317.7544,180.3689,291.7043,-289.0223,162.0903,260.0763,-260.278,143.7533,228.493,-231.5212,125.3583,196.9542,-202.7519,106.9055,165.4602,-173.9698,88.3951,134.0108,-145.1751,69.8273,102.6062,-116.368,51.2021,71.2462,-87.5485,32.5195,39.9309,-58.717,13.7793,8.66,-29.8738
198.5897,323.3734,-317.7774,180.3713,291.7028,-289.0429,162.0936,260.0762,-260.2969,143.7572,228.4938,-231.5389,125.3625,196.9557,-202.7689,106.9097,165.462,-173.9867,88.3991,134.0128,-145.1924,69.8308,102.608,-116.386,51.2049,71.2476,-87.5677,32.5214,39.9316,-58.7377,13.7802,8.66,-29.8963
198.5909,323.3688,-317.8043,180.3736,291.6998,-289.0676,162.0967,260.0745,-260.3198,143.7609,228.4932,-231.5605,125.3665,196.9559,-202.7897,106.9137,165.4627,-174.0072,88.4029,134.0136,-145.2129,69.8343,102.6088,-116.407,51.2078,71.2483,-87.5895,32.5235,39.932,-58.7606,13.7815,8.66,-29.9204
198.592,323.3629,-317.8344,180.3756,291.6954,-289.0956,162.0996,260.0714,-260.346,143.7643,228.4911,-231.5854,125.3702,196.9546,-202.8137,106.9175,165.462,-174.0307,88.4066,134.0134,-145.2362,69.8376,102.6088,-116.4305,51.2106,71.2483,-87.6134,32.5257,39.9321,-58.785,13.7831,8.66,-29.9454
198.5929,323.3559,-317.8667,180.3774,291.6897,-289.126,162.1021,260.0669,-260.3749,143.7673,228.4876,-231.613,125.3735,196.952,-202.8402,106.9209,165.4601,-174.0565,88.4099,134.012,-145.2616,69.8407,102.6079,-116.4556,51.2133,71.2478,-87.6385,32.5281,39.9318,-58.8102,13.785,8.66,-29.9707
198.5937,323.3481,-317.9005,180.3789,291.6829,-289.1582,162.1041,260.0612,-260.4055,143.7698,228.4829,-231.6424,125.3763,196.9481,-202.8685,106.9238,165.457,-174.0839,88.4128,134.0096,-145.2883,69.8434,102.6061,-116.4818,51.2159,71.2466,-87.6642,32.5304,39.9311,-58.8354,13.7872,8.66,-29.9954
198.5942,323.3395,-317.9347,180.38,291.6753,-289.1911,162.1057,260.0544,-260.4371,143.7718,228.4769,-231.6727,125.3785,196.943,-202.8978,106.9262,165.4527,-174.1121,88.4152,134.0062,-145.3157,69.8458,102.6035,-116.5083,51.2182,71.2448,-87.6898,32.5327,39.9302,-58.8601,13.7896,8.66,-30.019
198.5945,323.3305,-317.9685,180.3806,291.6669,-289.2239,162.1067,260.0467,-260.4688,143.7731,228.47,-231.7033,125.3801,196.937,-202.9272,106.928,165.4475,-174.1405,88.4171,134.0019,-145.3429,69.8478,102.6001,-116.5343,51.2203,71.2424,-87.7146,32.535,39.929,-58.8834,13.7922,8.66,-30.0407
198.5945,323.3213,-318.0008,180.3808,291.658,-289.2556,162.1072,260.0384,-260.4998,143.7738,228.4624,-231.7333,125.3809,196.93,-202.9561,106.929,165.4415,-174.1681,88.4183,133.9968,-145.3692,69.8492,102.5961,-116.5592,51.222,71.2396,-87.7378,32.537,39.9275,-58.9049,13.7949,8.66,-30.06
198.5943,323.3122,-318.0309,180.3806,291.649,-289.2855,162.107,260.0296,-260.5291,143.7737,228.4541,-231.7617,125.3811,196.9225,-202.9835,106.9294,165.4347,-174.1942,88.4189,133.9911,-145.3939,69.8501,102.5916,-116.5822,51.2233,71.2364,-87.7589,32.5389,39.9258,-58.9238,13.7976,8.66,-30.0763
198.5937,323.3034,-318.0579,180.3798,291.64,-289.3126,162.1061,260.0207,-260.5559,143.7729,228.4455,-231.7879,125.3805,196.9145,-203.0087,106.929,165.4276,-174.2182,88.4189,133.9849,-145.4163,69.8504,102.5866,-116.6027,51.2242,71.2329,-87.7773,32.5406,39.924,-58.9396,13.8003,8.66,-30.0892
198.5929,323.2952,-318.0811,180.3785,291.6313,-289.3363,162.1047,260.0118,-260.5796,143.7715,228.4368,-231.8112,125.3791,196.9062,-203.0311,106.9279,165.4201,-174.2394,88.4181,133.9784,-145.4358,69.8502,102.5814,-116.6203,51.2247,71.2292,-87.7925,32.542,39.922,-58.952,13.8029,8.66,-30.0984
198.5917,323.2879,-318.0998,180.3769,291.6231,-289.356,162.1027,260.0033,-260.5996,143.7694,228.4283,-231.8309,125.3771,196.8981,-203.0501,106.9261,165.4126,-174.2571,88.4168,133.9719,-145.4519,69.8495,102.5761,-116.6343,51.2248,71.2254,-87.804,32.5432,39.92,-58.9606,13.8053,8.66,-30.1036
198.5904,323.2815,-318.1136,180.3748,291.6158,-289.371,162.1002,259.9954,-260.6152,143.7667,228.4202,-231.8465,125.3745,196.8901,-203.0651,106.9237,165.4052,-174.271,88.4148,133.9654,-145.4642,69.8482,102.5709,-116.6445,51.2244,71.2217,-87.8116,32.544,39.918,-58.9651,13.8076,8.66,-30.1047
198.5888,323.2763,-318.1221,180.3724,291.6094,-289.381,162.0973,259.9882,-260.626,143.7636,228.4127,-231.8575,125.3713,196.8827,-203.0757,106.9208,165.3982,-174.2806,88.4124,133.9592,-145.4723,69.8465,102.5658,-116.6505,51.2237,71.218,-87.8151,32.5445,39.916,-58.9656,13.8097,8.66,-30.1017
198.5872,323.2725,-318.1251,180.3698,291.6041,-289.3858,162.0941,259.9821,-260.6319,143.76,228.4061,-231.8637,125.3677,196.876,-203.0816,106.9175,165.3918,-174.2857,88.4096,133.9535,-145.476,69.8445,102.5611,-116.6522,51.2226,71.2146,-87.8143,32.5448,39.9142,-58.9619,13.8115,8.66,-30.0947
198.5854,323.2701,-318.1226,180.3671,291.6002,-289.3852,162.0906,259.9771,-260.6325,143.7562,228.4005,-231.865,125.3639,196.8702,-203.0828,106.9138,165.3862,-174.2862,88.4064,133.9484,-145.4752,69.8421,102.5568,-116.6497,51.2213,71.2115,-87.8094,32.5447,39.9125,-58.9543,13.8129,8.66,-30.0839
198.5837,323.2691,-318.1146,180.3643,291.5977,-289.3793,162.0871,259.9734,-260.628,143.7523,228.396,-231.8612,125.3598,196.8654,-203.0792,106.91,165.3814,-174.2821,88.4031,133.944,-145.47,69.8395,102.5531,-116.6428,51.2197,71.2088,-87.8006,32.5444,39.9111,-58.9429,13.8141,8.66,-30.0696
198.5821,323.2697,-318.1014,180.3615,291.5967,-289.3682,162.0836,259.9711,-260.6185,143.7483,228.3929,-231.8526,125.3558,196.8618,-203.0708,106.9061,165.3777,-174.2734,88.3996,133.9405,-145.4605,69.8368,102.5502,-116.632,51.218,71.2066,-87.7879,32.5438,39.9099,-58.9281,13.8149,8.66,-30.0523
198.5806,323.2718,-318.0834,180.359,291.5971,-289.3524,162.0803,259.9703,-260.6043,143.7446,228.3912,-231.8394,125.3518,196.8595,-203.0581,106.9023,165.3752,-174.2606,88.3962,133.938,-145.447,69.834,102.548,-116.6175,51.2161,71.205,-87.772,32.5431,39.909,-58.9104,13.8153,8.66,-30.0325
198.5792,323.2752,-318.0611,180.3567,291.599,-289.3323,162.0772,259.971,-260.5858,143.741,228.3909,-231.822,125.3481,196.8585,-203.0413,106.8987,165.3738,-174.2439,88.393,133.9365,-145.43,69.8314,102.5466,-116.5998,51.2143,71.2039,-87.7531,32.5421,39.9084,-58.8902,13.8155,8.66,-30.0108
198.5782,323.2799,-318.0353,180.3547,291.6023,-289.3085,162.0746,259.973,-260.5636,143.7379,228.392,-231.8009,125.3448,196.8589,-203.021,106.8954,165.3737,-174.2239,88.39,133.9361,-145.4099,69.8289,102.5461,-116.5793,51.2125,71.2035,-87.732,32.5411,39.9082,-58.8681,13.8153,8.66,-29.9877
198.5774,323.2858,-318.0067,180.353,291.6068,-289.2817,162.0723,259.9764,-260.5383,143.7352,228.3944,-231.7768,125.3419,196.8606,-202.9977,106.8925,165.3747,-174.2012,88.3874,133.9368,-145.3874,69.8267,102.5465,-116.5567,51.2108,71.2037,-87.7091,32.54,39.9082,-58.8448,13.8148,8.66,-29.9639
198.5769,323.2926,-317.9761,180.3518,291.6125,-289.2527,162.0706,259.9811,-260.5107,143.7331,228.3981,-231.7504,125.3396,196.8635,-202.9722,106.8902,165.377,-174.1763,88.3852,133.9385,-145.363,69.8247,102.5477,-116.5326,51.2092,71.2045,-87.6851,32.5389,39.9086,-58.8209,13.814,8.66,-29.9402
198.5766,323.3002,-317.9444,180.3511,291.6192,-289.2224,162.0693,259.9868,-260.4816,143.7316,228.403,-231.7225,125.3379,196.8676,-202.9452,106.8884,165.3804,-174.1502,88.3835,133.9411,-145.3376,69.8232,102.5497,-116.5077,51.2079,71.2058,-87.6608,32.5378,39.9093,-58.7972,13.8131,8.66,-29.9171
198.5767,323.3083,-317.9126,180.3508,291.6266,-289.1916,162.0687,259.9935,-260.4519,143.7307,228.4089,-231.6938,125.3368,196.8727,-202.9176,106.8873,165.3847,-174.1235,88.3823,133.9447,-145.3118,69.8221,102.5524,-116.4828,51.2068,71.2077,-87.6368,32.5367,39.9103,-58.7742,13.8119,8.66,-29.8953
198.5771,323.3166,-317.8816,180.3509,291.6345,-289.1612,162.0687,260.0009,-260.4224,143.7304,228.4157,-231.6652,125.3364,196.8787,-202.89,106.8867,165.3899,-174.097,88.3817,133.949,-145.2864,69.8214,102.5558,-116.4585,51.2061,71.2101,-87.6138,32.5358,39.9116,-58.7527,13.8107,8.66,-29.8754
198.5777,323.3251,-317.8522,180.3515,291.6427,-289.1322,162.0691,260.0087,-260.394,143.7308,228.423,-231.6376,125.3366,196.8854,-202.8634,106.8869,165.3958,-174.0714,88.3817,133.954,-145.2621,69.8212,102.5597,-116.4356,51.2057,71.2128,-87.5925,32.535,39.913,-58.7332,13.8094,8.66,-29.858
198.5785,323.3333,-317.8253,180.3525,291.6511,-289.1053,162.0702,260.0169,-260.3674,143.7318,228.4308,-231.6117,125.3375,196.8926,-202.8384,106.8877,165.4022,-174.0475,88.3823,133.9594,-145.2395,69.8216,102.5641,-116.4147,51.2056,71.2159,-87.5735,32.5344,39.9147,-58.7162,13.808,8.66,-29.8435
198.5795,323.3411,-317.8016,180.3538,291.6592,-289.0813,162.0717,260.0251,-260.3435,143.7334,228.4387,-231.5883,125.3391,196.9001,-202.8157,106.889,165.409,-174.026,88.3834,133.9653,-145.2195,69.8224,102.5688,-116.3964,51.2059,71.2193,-87.5572,32.5341,39.9164,-58.7023,13.8068,8.66,-29.8324
198.5806,323.3483,-317.7819,180.3555,291.667,-289.0609,162.0737,260.0331,-260.3229,143.7355,228.4467,-231.568,125.3412,196.9076,-202.7961,106.891,165.4159,-174.0075,88.3851,133.9713,-145.2024,69.8236,102.5736,-116.3811,51.2066,71.2227,-87.5441,32.5339,39.9183,-58.6918,13.8056,8.66,-29.8249
198.5819,323.3547,-317.7666,180.3574,291.6741,-289.0446,162.076,260.0407,-260.3062,143.738,228.4543,-231.5513,125.3438,196.915,-202.78,106.8935,165.4227,-173.9924,88.3873,133.9773,-145.1888,69.8254,102.5785,-116.3693,51.2076,71.2262,-87.5346,32.5341,39.9201,-58.685,13.8046,8.66,-29.8212
198.5833,323.36,-317.7562,180.3596,291.6805,-289.0329,162.0787,260.0477,-260.2938,143.741,228.4615,-231.5388,125.3469,196.9221,-202.7679,106.8965,165.4294,-173.9812,88.39,133.9831,-145.1789,69.8275,102.5833,-116.3614,51.2091,71.2297,-87.5289,32.5345,39.922,-58.6821,13.8038,8.66,-29.8213
198.5847,323.3642,-317.7509,180.3619,291.6859,-289.026,162.0817,260.0538,-260.286,143.7444,228.4681,-231.5307,125.3504,196.9287,-202.7601,106.8999,165.4356,-173.9742,88.3931,133.9887,-145.1732,69.83,102.5879,-116.3574,51.2108,71.2329,-87.5272,32.5353,39.9237,-58.683,13.8033,8.66,-29.8254
198.5862,323.3671,-317.7508,180.3644,291.6902,-289.0242,162.0849,260.059,-260.2831,143.748,228.4738,-231.5273,125.3542,196.9345,-202.7567,106.9036,165.4412,-173.9714,88.3965,133.9937,-145.1716,69.8329,102.592,-116.3575,51.2129,71.236,-87.5294,32.5363,39.9254,-58.6878,13.803,8.66,-29.8331
198.5876,323.3687,-317.756,180.367,291.6932,-289.0274,162.0882,260.0631,-260.285,143.7518,228.4785,-231.5285,125.3582,196.9395,-202.7579,106.9076,165.4461,-173.9731,88.4001,133.9982,-145.1743,69.836,102.5958,-116.3617,51.2152,71.2387,-87.5355,32.5376,39.9268,-58.6963,13.8031,8.66,-29.8444
198.5891,323.3689,-317.7662,180.3696,291.6949,-289.0356,162.0916,260.0659,-260.2917,143.7557,228.4821,-231.5344,125.3623,196.9435,-202.7635,106.9117,165.4501,-173.979,88.404,134.0019,-145.181,69.8393,102.5989,-116.3697,51.2177,71.241,-87.5453,32.5392,39.9281,-58.7082,13.8035,8.66,-29.8588
198.5906,323.3677,-317.7811,180.3721,291.6952,-289.0484,162.095,260.0675,-260.303,143.7597,228.4845,-231.5447,125.3665,196.9463,-202.7734,106.9159,165.4531,-173.9891,88.4079,134.0048,-145.1917,69.8428,102.6014,-116.3814,51.2205,71.2429,-87.5585,32.541,39.9291,-58.7232,13.8042,8.66,-29.8759
198.5921,323.3652,-317.8004,180.3747,291.6942,-289.0655,162.0983,260.0677,-260.3185,143.7635,228.4856,-231.5592,125.3707,196.948,-202.7873,106.92,165.4551,-174.0029,88.4119,134.0068,-145.2059,69.8463,102.6032,-116.3964,51.2233,71.2442,-87.5747,32.543,39.9298,-58.7408,13.8053,8.66,-29.8952
