Node0px,Node0py,Node0pz,Node1px,Node1py,Node1pz,Node2px,Node2py,Node2pz,Node3px,Node3py,Node3pz,Node4px,Node4py,Node4pz,Node5px,Node5py,Node5pz,Node6px,Node6py,Node6pz,Node7px,Node7py,Node7pz,Node8px,Node8py,Node8pz,Node9px,Node9py,Node9pz,Node10px,Node10py,Node10pz,Node11px,Node11py,Node11pz,Node12px,Node12py,Node12pz,Node13px,Node13py,Node13pz,Node14px,Node14py,Node14pz,Node15px,Node15py,Node15pz,Node16px,Node16py,Node16pz,Node17px,Node17py,Node17pz,Node18px,Node18py,Node18pz,Node19px,Node19py,Node19pz,Node20px,Node20py,Node20pz
(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m)
400,692.82,-400,389.8472,673.2881,-400.0055,379.6525,653.7781,-400.0056,369.4159,634.29,-400.0056,359.1375,614.8239,-400.0056,348.8174,595.3799,-400.0056,338.4556,575.9581,-400.0056,328.0522,556.5585,-400.0056,317.6073,537.1813,-400.0055,307.121,517.8264,-400.004,296.5956,498.4979,-399.554,286.0732,479.2725,-397.495,275.6087,460.2492,-393.8629,265.2529,441.5181,-388.7158,255.0505,423.1568,-382.1297,245.0389,405.2288,-374.1941,235.2478,387.7831,-365.0064,225.6992,370.8541,-354.6677,216.4083,354.4636,-343.279,207.3838,338.622,-330.938,198.6295,323.3308,-317.7372
400,692.82,-400,389.8469,673.2883,-400.0055,379.6518,653.7785,-400.0056,369.4149,634.2906,-400.0056,359.1361,614.8247,-400.0056,348.8156,595.3809,-400.0056,338.4534,575.9593,-400.0056,328.0497,556.5599,-400.0056,317.6045,537.1829,-400.0055,307.1179,517.8281,-400.004,296.5922,498.4999,-399.5533,286.0696,479.2747,-397.4927,275.6052,460.2519,-393.8584,265.2496,441.5213,-388.7085,255.0475,423.1609,-382.1196,245.0365,405.2339,-374.1811,235.246,387.7892,-364.9907,225.698,370.8613,-354.6498,216.4077,354.4718,-343.2592,207.3838,338.6311,-330.9166,198.6299,323.3406,-317.7147
400,692.82,-400,389.8466,673.2885,-400.0055,379.6512,653.7788,-400.0056,369.4139,634.2912,-400.0056,359.1347,614.8255,-400.0056,348.8138,595.3819,-400.0056,338.4513,575.9605,-400.0056,328.0472,556.5613,-400.0056,317.6017,537.1844,-400.0055,307.1148,517.8299,-400.004,296.5889,498.5017,-399.5541,286.0662,479.2767,-397.4933,275.6017,460.254,-393.8579,265.2463,441.5239,-388.7064,255.0446,423.164,-382.1154,245.034,405.2378,-374.1746,235.2441,387.794,-364.982,225.6968,370.867,-354.639,216.4071,354.4784,-343.2465,207.3837,338.6386,-330.9024,198.6304,323.3489,-317.6992
400,692.82,-400,389.8463,673.2887,-400.0055,379.6505,653.7792,-400.0056,369.4128,634.2917,-400.0056,359.1333,614.8263,-400.0056,348.8121,595.3829,-400.0056,338.4492,575.9617,-400.0056,328.0448,556.5627,-400.0056,317.599,537.1859,-400.0055,307.1119,517.8315,-400.004,296.5859,498.5034,-399.5564,286.063,479.2783,-397.4968,275.5985,460.2557,-393.8616,265.2431,441.5257,-388.7094,255.0417,423.1661,-382.1172,245.0315,405.2403,-374.1748,235.2421,387.7972,-364.9804,225.6954,370.871,-354.6355,216.4064,354.4833,-343.2412,207.3837,338.6444,-330.8955,198.631,323.3556,-317.6909
400,692.82,-400,389.846,673.2888,-400.0055,379.6499,653.7796,-400.0056,369.4119,634.2923,-400.0056,359.132,614.827,-400.0056,348.8104,595.3838,-400.0056,338.4472,575.9628,-400.0056,328.0426,556.5639,-400.0056,317.5965,537.1873,-400.0055,307.1092,517.833,-400.004,296.583,498.5049,-399.5601,286.06,479.2797,-397.503,275.5954,460.2568,-393.8692,265.2402,441.5267,-388.7175,255.0389,423.1671,-382.1249,245.0291,405.2416,-374.1816,235.2402,387.7989,-364.9859,225.6941,370.8733,-354.6394,216.4056,354.4864,-343.2435,207.3836,338.6484,-330.8962,198.6316,323.3605,-317.6901
400,692.82,-400,389.8457,673.289,-400.0055,379.6493,653.7799,-400.0056,369.4109,634.2928,-400.0056,359.1308,614.8277,-400.0056,348.8089,595.3847,-400.0056,338.4454,575.9638,-400.0056,328.0405,556.5651,-400.0056,317.5942,537.1886,-400.0055,307.1068,517.8344,-400.0041,296.5805,498.5062,-399.5651,286.0574,479.2807,-397.5118,275.5927,460.2574,-393.8805,265.2374,441.5268,-388.7303,255.0363,423.167,-382.1382,245.0268,405.2415,-374.1947,235.2382,387.799,-364.9981,225.6927,370.8739,-354.6505,216.4049,354.4876,-343.2532,207.3836,338.6504,-330.9043,198.6323,323.3634,-317.6967
400,692.82,-400,389.8454,673.2891,-400.0055,379.6487,653.7802,-400.0056,369.4101,634.2932,-400.0056,359.1297,614.8283,-400.0056,348.8075,595.3855,-400.0056,338.4438,575.9647,-400.0056,328.0386,556.5661,-400.0056,317.5922,537.1897,-400.0055,307.1048,517.8356,-400.0041,296.5784,498.5073,-399.5712,286.0551,479.2813,-397.5228,275.5903,460.2574,-393.8952,265.2349,441.5263,-388.7474,255.0339,423.1659,-382.1567,245.0246,405.2401,-374.2136,235.2364,387.7975,-365.0168,225.6913,370.8727,-354.6683,216.4041,354.4869,-343.2698,207.3835,338.6505,-330.9195,198.6329,323.3645,-317.7103
400,692.82,-400,389.8452,673.2893,-400.0055,379.6482,653.7805,-400.0056,369.4094,634.2937,-400.0056,359.1286,614.8289,-400.0056,348.8063,595.3861,-400.0056,338.4423,575.9655,-400.0056,328.0371,556.567,-400.0056,317.5906,537.1907,-400.0055,307.103,517.8365,-400.0041,296.5767,498.5082,-399.5783,286.0532,479.2816,-397.5358,275.5883,460.2569,-393.9128,265.2329,441.5249,-388.7683,255.0318,423.1638,-382.1798,245.0226,405.2374,-374.2379,235.2348,387.7946,-365.0413,225.6901,370.8698,-354.6923,216.4034,354.4844,-343.2928,207.3834,338.6487,-330.9412,198.6335,323.3636,-317.7305
400,692.82,-400,389.845,673.2894,-400.0055,379.6478,653.7807,-400.0056,369.4087,634.294,-400.0056,359.1278,614.8294,-400.0056,348.8052,595.3867,-400.0056,338.4411,575.9662,-400.0056,328.0357,556.5678,-400.0056,317.5892,537.1915,-400.0055,307.1017,517.8373,-400.0041,296.5754,498.5088,-399.5861,286.0518,479.2816,-397.5502,275.5867,460.2559,-393.9327,265.2312,441.5228,-388.7924,255.0301,423.1607,-382.2068,245.0209,405.2335,-374.2666,235.2333,387.7902,-365.0708,225.6889,370.8653,-354.7218,216.4028,354.4801,-343.3216,207.3833,338.6449,-330.9688,198.6341,323.3607,-317.7566
400,692.82,-400,389.8448,673.2895,-400.0055,379.6475,653.7809,-400.0056,369.4082,634.2943,-400.0056,359.1271,614.8297,-400.0056,348.8044,595.3872,-400.0056,338.4402,575.9667,-400.0056,328.0347,556.5684,-400.0056,317.5882,537.1921,-400.0055,307.1008,517.8379,-400.0042,296.5745,498.5091,-399.5944,286.0509,479.2812,-397.5658,275.5856,460.2545,-393.9544,265.2299,441.5202,-388.819,255.0287,423.1569,-382.2369,245.0195,405.2287,-374.299,235.232,387.7846,-365.1044,225.6879,370.8594,-354.7557,216.4021,354.4742,-343.3551,207.3832,338.6395,-331.0014,198.6346,323.3561,-317.7879
400,692.82,-400,389.8446,673.2896,-400.0055,379.6472,653.7811,-400.0056,369.4077,634.2946,-400.0056,359.1265,614.83,-400.0056,348.8037,595.3876,-400.0056,338.4395,575.9671,-400.0056,328.0341,556.5688,-400.0056,317.5876,537.1924,-400.0055,307.1003,517.8382,-400.0042,296.5742,498.5091,-399.6029,286.0505,479.2804,-397.582,275.585,460.2526,-393.9772,265.2291,441.517,-388.8471,255.0277,423.1523,-382.2691,245.0184,405.2229,-374.334,235.2309,387.778,-365.1411,225.687,370.8522,-354.7932,216.4016,354.467,-343.3925,207.3831,338.6325,-331.0381,198.635,323.3499,-317.8234
400,692.82,-400,389.8445,673.2896,-400.0055,379.647,653.7812,-400.0056,369.4074,634.2947,-400.0056,359.1262,614.8303,-400.0056,348.8033,595.3878,-400.0056,338.4391,575.9674,-400.0056,328.0337,556.569,-400.0056,317.5873,537.1926,-400.0055,307.1002,517.8382,-400.0042,296.5743,498.5089,-399.6114,286.0506,479.2794,-397.5984,275.5849,460.2504,-394.0005,265.2287,441.5133,-388.8761,255.0271,423.1472,-382.3026,245.0176,405.2165,-374.3707,235.2301,387.7705,-365.1799,225.6863,370.844,-354.8331,216.401,354.4585,-343.4326,207.3829,338.6243,-331.0777,198.6352,323.3422,-317.8621
400,692.82,-400,389.8445,673.2897,-400.0055,379.6468,653.7813,-400.0056,369.4073,634.2948,-400.0056,359.126,614.8304,-400.0056,348.8031,595.3879,-400.0056,338.4389,575.9675,-400.0056,328.0336,556.569,-400.0056,317.5874,537.1925,-400.0055,307.1005,517.8381,-400.0042,296.5748,498.5085,-399.6197,286.0511,479.2782,-397.6144,275.5852,460.248,-394.0234,265.2288,441.5094,-388.905,255.0268,423.1417,-382.3362,245.0172,405.2096,-374.408,235.2294,387.7624,-365.2197,225.6856,370.835,-354.8742,216.4005,354.4491,-343.4743,207.3826,338.6149,-331.1192,198.6353,323.3333,-317.9027
400,692.82,-400,389.8444,673.2897,-400.0055,379.6468,653.7813,-400.0056,369.4072,634.2948,-400.0056,359.1259,614.8304,-400.0056,348.8032,595.3879,-400.0056,338.4391,575.9674,-400.0056,328.0339,556.5688,-400.0056,317.5879,537.1923,-400.0055,307.1012,517.8377,-400.0043,296.5757,498.5078,-399.6275,286.052,479.2768,-397.6296,275.586,460.2453,-394.0455,265.2292,441.5053,-388.933,255.027,423.1361,-382.3692,245.017,405.2024,-374.4448,235.229,387.7539,-365.2592,225.6851,370.8256,-354.9154,216.3999,354.4391,-343.5163,207.3822,338.6047,-331.1613,198.6351,323.3234,-317.9443
400,692.82,-400,389.8444,673.2897,-400.0055,379.6468,653.7813,-400.0056,369.4073,634.2948,-400.0056,359.1261,614.8303,-400.0056,348.8034,595.3878,-400.0056,338.4394,575.9672,-400.0056,328.0345,556.5685,-400.0056,317.5887,537.1918,-400.0055,307.1023,517.8371,-400.0043,296.577,498.507,-399.6345,286.0533,479.2752,-397.6436,275.5871,460.2426,-394.066,265.2301,441.5012,-388.9594,255.0274,423.1304,-382.4005,245.017,405.1952,-374.48,235.2288,387.7453,-365.2973,225.6846,370.8159,-354.9555,216.3993,354.4287,-343.5575,207.3815,338.5941,-331.2028,198.6346,323.313,-317.9856
400,692.82,-400,389.8445,673.2896,-400.0055,379.6469,653.7812,-400.0056,369.4075,634.2947,-400.0056,359.1264,614.8301,-400.0056,348.8038,595.3875,-400.0056,338.44,575.9668,-400.0056,328.0353,556.5681,-400.0056,317.5897,537.1912,-400.0055,307.1036,517.8363,-400.0043,296.5786,498.506,-399.6406,286.0549,479.2735,-397.6559,275.5886,460.2399,-394.0844,265.2312,441.4971,-388.9832,255.0281,423.1248,-382.4291,245.0173,405.1881,-374.5126,235.2286,387.7369,-365.333,225.6841,370.8064,-354.9933,216.3986,354.4184,-343.5967,207.3807,338.5833,-331.2426,198.6338,323.3022,-318.0254
400,692.82,-400,389.8446,673.2896,-400.0055,379.6471,653.7811,-400.0056,369.4077,634.2945,-400.0056,359.1268,614.8299,-400.0056,348.8044,595.3872,-400.0056,338.4409,575.9664,-400.0056,328.0363,556.5675,-400.0056,317.591,537.1905,-400.0055,307.1052,517.8354,-400.0043,296.5804,498.5048,-399.6456,286.0568,479.2718,-397.6663,275.5903,460.2372,-394.1,265.2326,441.4933,-389.004,255.0291,423.1196,-382.4544,245.0178,405.1815,-374.5418,235.2286,387.7289,-365.3652,225.6836,370.7972,-355.0279,216.3978,354.4083,-343.6327,207.3797,338.5727,-331.2796,198.6326,323.2914,-318.0626
400,692.82,-400,389.8447,673.2895,-400.0055,379.6473,653.781,-400.0056,369.4081,634.2943,-400.0056,359.1273,614.8296,-400.0056,348.8052,595.3867,-400.0056,338.4418,575.9658,-400.0056,328.0376,556.5668,-400.0056,317.5925,537.1896,-400.0055,307.107,517.8344,-400.0043,296.5824,498.5036,-399.6493,286.0588,479.2701,-397.6743,275.5922,460.2348,-394.1126,265.2341,441.4898,-389.021,255.0302,423.1149,-382.4756,245.0183,405.1754,-374.5666,235.2286,387.7215,-365.3931,225.6831,370.7887,-355.0581,216.3968,354.3989,-343.6647,207.3783,338.5626,-331.3126,198.631,323.281,-318.0962
400,692.82,-400,389.8448,673.2895,-400.0055,379.6476,653.7808,-400.0056,369.4086,634.294,-400.0056,359.128,614.8292,-400.0056,348.8061,595.3862,-400.0056,338.443,575.9652,-400.0056,328.0389,556.566,-400.0056,317.5942,537.1887,-400.0055,307.1088,517.8334,-400.0044,296.5845,498.5024,-399.6517,286.061,479.2685,-397.6798,275.5942,460.2326,-394.1216,265.2358,441.4868,-389.0338,255.0314,423.1108,-382.492,245.0189,405.1702,-374.5864,235.2286,387.7151,-365.4158,225.6825,370.7811,-355.0833,216.3957,354.3903,-343.6917,207.3767,338.5533,-331.3409,198.6291,323.2712,-318.1252
400,692.82,-400,389.8449,673.2894,-400.0055,379.6479,653.7806,-400.0056,369.4091,634.2937,-400.0056,359.1287,614.8288,-400.0056,348.807,595.3857,-400.0056,338.4442,575.9645,-400.0056,328.0404,556.5651,-400.0056,317.5958,537.1877,-400.0055,307.1107,517.8323,-400.0044,296.5865,498.5012,-399.6527,286.0631,479.2671,-397.6826,275.5962,460.2308,-394.127,265.2375,441.4843,-389.042,255.0326,423.1075,-382.5033,245.0196,405.1659,-374.6006,235.2286,387.7097,-365.4328,225.6818,370.7747,-355.1026,216.3944,354.3829,-343.7129,207.3749,338.5451,-331.3635,198.6268,323.2623,-318.1489
400,692.82,-400,389.8451,673.2893,-400.0055,379.6482,653.7804,-400.0056,369.4096,634.2934,-400.0056,359.1295,614.8283,-400.0056,348.808,595.3851,-400.0056,338.4454,575.9637,-400.0056,328.0419,556.5643,-400.0056,317.5975,537.1868,-400.0055,307.1126,517.8312,-400.0044,296.5885,498.5,-399.6523,286.0651,479.2658,-397.6828,275.5981,460.2293,-394.1285,265.2391,441.4824,-389.0455,255.0338,423.1051,-382.5091,245.0202,405.1627,-374.6089,235.2285,387.7056,-365.4435,225.6811,370.7696,-355.1155,216.3929,354.3769,-343.7277,207.3728,338.5382,-331.3799,198.6241,323.2547,-318.1665
400,692.82,-400,389.8453,673.2892,-400.0055,379.6486,653.7802,-400.0056,369.4102,634.2931,-400.0056,359.1303,614.8278,-400.0056,348.8091,595.3845,-400.0056,338.4467,575.963,-400.0056,328.0433,556.5634,-400.0056,317.5992,537.1858,-400.0055,307.1144,517.8301,-400.0043,296.5904,498.499,-399.6504,286.067,479.2648,-397.6802,275.5999,460.2283,-394.1261,265.2406,441.4813,-389.0442,255.0349,423.1036,-382.5094,245.0207,405.1606,-374.6111,235.2284,387.7029,-365.4477,225.6802,370.766,-355.1217,216.3913,354.3724,-343.7358,207.3705,338.5328,-331.3896,198.6212,323.2485,-318.1776
400,692.82,-400,389.8454,673.2891,-400.0055,379.649,653.78,-400.0056,369.4108,634.2928,-400.0056,359.1311,614.8274,-400.0056,348.8101,595.3839,-400.0056,338.4479,575.9623,-400.0056,328.0447,556.5626,-400.0056,317.6007,537.1849,-400.0055,307.1159,517.8292,-400.0043,296.592,498.4981,-399.6472,286.0686,479.2641,-397.6749,275.6014,460.2278,-394.12,265.242,441.4809,-389.038,255.0359,423.1031,-382.504,245.0212,405.1598,-374.607,235.2282,387.7016,-365.4452,225.6793,370.764,-355.121,216.3897,354.3696,-343.7369,207.3681,338.5291,-331.3924,198.6181,323.2439,-318.1818
400,692.82,-400,389.8456,673.289,-400.0055,379.6493,653.7798,-400.0056,369.4114,634.2924,-400.0056,359.1319,614.8269,-400.0056,348.811,595.3833,-400.0056,338.449,575.9617,-400.0056,328.0459,556.5619,-400.0056,317.602,537.1841,-400.0055,307.1173,517.8284,-400.0043,296.5933,498.4973,-399.6427,286.0699,479.2637,-397.6672,275.6027,460.2278,-394.1102,265.2431,441.4812,-389.0273,255.0367,423.1036,-382.4932,245.0215,405.1603,-374.5968,235.2279,387.7018,-365.4362,225.6783,370.7637,-355.1134,216.3879,354.3686,-343.7309,207.3656,338.5273,-331.388,198.6148,323.2411,-318.179
400,692.82,-400,389.8458,673.2889,-400.0055,379.6496,653.7796,-400.0056,369.4119,634.2921,-400.0056,359.1325,614.8265,-400.0056,348.8119,595.3829,-400.0056,338.45,575.9611,-400.0056,328.047,556.5613,-400.0056,317.6031,537.1835,-400.0055,307.1183,517.8277,-400.0043,296.5943,498.4968,-399.6371,286.0709,479.2636,-397.6573,275.6037,460.2283,-394.0972,265.244,441.4823,-389.0123,255.0373,423.1051,-382.4773,245.0217,405.1621,-374.5809,235.2276,387.7035,-365.4208,225.6774,370.7651,-355.0992,216.3862,354.3694,-343.7181,207.3631,338.5273,-331.3768,198.6116,323.2402,-318.1694
400,692.82,-400,389.8459,673.2888,-400.0055,379.6499,653.7794,-400.0056,369.4123,634.2919,-400.0056,359.1331,614.8262,-400.0056,348.8125,595.3824,-400.0056,338.4507,575.9606,-400.0056,328.0478,556.5608,-400.0056,317.6039,537.183,-400.0055,307.119,517.8273,-400.0043,296.5949,498.4965,-399.6306,286.0715,479.2639,-397.6454,275.6043,460.2293,-394.0812,265.2445,441.4841,-388.9935,255.0376,423.1076,-382.4567,245.0218,405.1651,-374.5596,235.2272,387.7067,-365.3997,225.6764,370.7682,-355.0787,216.3846,354.3721,-343.6988,207.3607,338.5293,-331.3589,198.6085,323.2412,-318.1531
400,692.82,-400,389.846,673.2888,-400.0055,379.6501,653.7793,-400.0056,369.4126,634.2917,-400.0056,359.1336,614.8259,-400.0056,348.8131,595.3821,-400.0056,338.4513,575.9603,-400.0056,328.0484,556.5604,-400.0056,317.6044,537.1827,-400.0055,307.1194,517.827,-400.0043,296.5951,498.4965,-399.6233,286.0717,479.2645,-397.6319,275.6045,460.2308,-394.0627,265.2447,441.4866,-388.9713,255.0378,423.111,-382.4322,245.0217,405.1692,-374.5337,235.2268,387.7112,-365.3733,225.6754,370.7728,-355.0526,216.383,354.3764,-343.6735,207.3585,338.533,-331.3349,198.6055,323.244,-318.1306
400,692.82,-400,389.8461,673.2887,-400.0055,379.6503,653.7792,-400.0056,369.4129,634.2915,-400.0056,359.1338,614.8258,-400.0056,348.8134,595.3819,-400.0056,338.4516,575.9601,-400.0056,328.0486,556.5602,-400.0056,317.6045,537.1825,-400.0055,307.1194,517.827,-400.0042,296.5949,498.4967,-399.6154,286.0714,479.2654,-397.6171,275.6043,460.2327,-394.0423,265.2446,441.4897,-388.9465,255.0376,423.1152,-382.4042,245.0215,405.1743,-374.5037,235.2263,387.717,-365.3424,225.6746,370.7789,-355.0216,216.3816,354.3824,-343.6431,207.3565,338.5385,-331.3055,198.6028,323.2486,-318.1026
400,692.82,-400,389.8461,673.2887,-400.0055,379.6504,653.7792,-400.0056,369.413,634.2915,-400.0056,359.134,614.8257,-400.0056,348.8135,595.3818,-400.0056,338.4517,575.96,-400.0056,328.0486,556.5602,-400.0056,317.6043,537.1826,-400.0055,307.1189,517.8272,-400.0042,296.5942,498.4972,-399.6071,286.0708,479.2666,-397.6015,275.6037,460.2351,-394.0205,265.2441,441.4933,-388.9197,255.0372,423.1202,-382.3737,245.0211,405.1804,-374.4706,235.2257,387.7238,-365.3078,225.6737,370.7862,-354.9866,216.3804,354.3897,-343.6083,207.3547,338.5455,-331.2716,198.6004,323.2549,-318.07
400,692.82,-400,389.8461,673.2887,-400.0055,379.6504,653.7792,-400.0056,369.4129,634.2915,-400.0056,359.1339,614.8257,-400.0056,348.8134,595.3819,-400.0056,338.4515,575.9601,-400.0056,328.0482,556.5604,-400.0056,317.6037,537.1829,-400.0055,307.1181,517.8276,-400.0042,296.5931,498.4979,-399.5987,286.0696,479.2682,-397.5855,275.6027,460.2378,-393.9979,265.2433,441.4974,-388.8917,255.0366,423.1256,-382.3414,245.0205,405.1871,-374.4354,235.2251,387.7316,-365.2707,225.673,370.7946,-354.9485,216.3794,354.3983,-343.5701,207.3532,338.5539,-331.234,198.5984,323.2626,-318.0335
400,692.82,-400,389.846,673.2887,-400.0055,379.6503,653.7792,-400.0056,369.4128,634.2915,-400.0056,359.1337,614.8258,-400.0056,348.813,595.382,-400.0056,338.451,575.9603,-400.0056,328.0475,556.5607,-400.0056,317.6028,537.1833,-400.0055,307.1169,517.8282,-400.0041,296.5917,498.4988,-399.5904,286.0681,479.2699,-397.5695,275.6013,460.2408,-393.9751,265.2421,441.5018,-388.8631,255.0356,423.1316,-382.3083,245.0197,405.1944,-374.3989,235.2245,387.74,-365.2319,225.6723,370.8038,-354.9084,216.3785,354.4079,-343.5297,207.3521,338.5634,-331.1939,198.5968,323.2716,-317.9943
400,692.82,-400,389.846,673.2888,-400.0055,379.6501,653.7793,-400.0056,369.4125,634.2917,-400.0056,359.1333,614.826,-400.0056,348.8125,595.3823,-400.0056,338.4502,575.9607,-400.0056,328.0465,556.5613,-400.0056,317.6015,537.184,-400.0055,307.1153,517.829,-400.0041,296.5898,498.5,-399.5824,286.0662,479.2719,-397.554,275.5995,460.244,-393.9528,265.2406,441.5065,-388.8349,255.0344,423.1377,-382.2753,245.0188,405.2021,-374.3622,235.2238,387.7489,-365.1926,225.6717,370.8136,-354.8676,216.3778,354.4182,-343.4882,207.3512,338.5737,-331.1524,198.5955,323.2816,-317.9535
400,692.82,-400,389.8458,673.2888,-400.0055,379.6498,653.7794,-400.0056,369.4121,634.2919,-400.0056,359.1327,614.8263,-400.0056,348.8117,595.3828,-400.0056,338.4492,575.9613,-400.0056,328.0453,556.5619,-400.0056,317.6,537.1848,-400.0055,307.1134,517.8301,-400.0041,296.5876,498.5013,-399.575,286.064,479.274,-397.5394,275.5974,460.2473,-393.9315,265.2388,441.5112,-388.8078,255.033,423.144,-382.2432,245.0178,405.2098,-374.3262,235.223,387.758,-365.1539,225.6711,370.8237,-354.827,216.3773,354.429,-343.4466,207.3506,338.5847,-331.1107,198.5947,323.2923,-317.9122
400,692.82,-400,389.8457,673.2889,-400.0055,379.6495,653.7796,-400.0056,369.4115,634.2922,-400.0056,359.1319,614.8267,-400.0056,348.8107,595.3833,-400.0056,338.448,575.9619,-400.0056,328.0437,556.5628,-400.0056,317.5982,537.1858,-400.0055,307.1112,517.8312,-400.0041,296.5852,498.5028,-399.5682,286.0615,479.2763,-397.526,275.595,460.2506,-393.9118,265.2367,441.5159,-388.7824,255.0313,423.1503,-382.213,245.0165,405.2176,-374.2921,235.2222,387.7671,-365.1168,225.6706,370.8339,-354.7879,216.3769,354.4399,-343.4063,207.3502,338.5959,-331.07,198.5942,323.3034,-317.8717
400,692.82,-400,389.8455,673.289,-400.0055,379.6491,653.7798,-400.0056,369.4109,634.2925,-400.0056,359.131,614.8272,-400.0056,348.8096,595.3839,-400.0056,338.4465,575.9627,-400.0056,328.042,556.5637,-400.0056,317.5961,537.187,-400.0055,307.1089,517.8325,-400.004,296.5825,498.5044,-399.5624,286.0587,479.2785,-397.5142,275.5924,460.2539,-393.8943,265.2344,441.5205,-388.7596,255.0294,423.1563,-382.1855,245.0151,405.2251,-374.2608,235.2212,387.7759,-365.0824,225.67,370.8438,-354.7513,216.3766,354.4506,-343.3684,207.3501,338.6071,-331.0314,198.5941,323.3147,-317.833
400,692.82,-400,389.8452,673.2891,-400.0055,379.6486,653.7801,-400.0056,369.4102,634.2929,-400.0056,359.13,614.8278,-400.0056,348.8083,595.3846,-400.0056,338.4449,575.9636,-400.0056,328.0401,556.5648,-400.0056,317.5939,537.1882,-400.0055,307.1063,517.834,-400.004,296.5797,498.5061,-399.5577,286.0558,479.2808,-397.5044,275.5896,460.2571,-393.8794,265.2319,441.5249,-388.7399,255.0274,423.162,-382.1614,245.0135,405.2321,-374.2329,235.2201,387.7843,-365.0516,225.6694,370.8533,-354.7182,216.3764,354.4609,-343.3338,207.3501,338.618,-330.9959,198.5942,323.3258,-317.7972
400,692.82,-400,389.845,673.2893,-400.0055,379.6481,653.7804,-400.0056,369.4094,634.2934,-400.0056,359.129,614.8284,-400.0056,348.8069,595.3854,-400.0056,338.4432,575.9645,-400.0056,328.0381,556.5659,-400.0056,317.5915,537.1895,-400.0055,307.1036,517.8354,-400.004,296.5767,498.5078,-399.5541,286.0528,479.283,-397.4968,275.5867,460.2601,-393.8675,265.2293,441.5289,-388.7238,255.0251,423.1671,-382.1414,245.0118,405.2385,-374.2095,235.2189,387.7919,-365.0252,225.6687,370.862,-354.6896,216.3761,354.4706,-343.3035,207.3502,338.6282,-330.9645,198.5945,323.3364,-317.7653
400,692.82,-400,389.8447,673.2894,-400.0055,379.6475,653.7807,-400.0056,369.4085,634.2938,-400.0056,359.1278,614.829,-400.0056,348.8054,595.3862,-400.0056,338.4414,575.9655,-400.0056,328.0359,556.5671,-400.0056,317.5891,537.1909,-400.0055,307.1009,517.837,-400.004,296.5737,498.5095,-399.5518,286.0497,479.2851,-397.4916,275.5837,460.2627,-393.8589,265.2265,441.5324,-388.7117,255.0228,423.1717,-382.126,245.0099,405.2441,-374.1909,235.2177,387.7987,-365.004,225.668,370.8698,-354.6662,216.3759,354.4793,-343.2783,207.3504,338.6377,-330.9382,198.595,323.3463,-317.7382
400,692.82,-400,389.8445,673.2896,-400.0055,379.647,653.781,-400.0056,369.4077,634.2943,-400.0056,359.1266,614.8297,-400.0056,348.8039,595.387,-400.0056,338.4396,575.9666,-400.0056,328.0338,556.5683,-400.0056,317.5866,537.1922,-400.0055,307.0982,517.8385,-400.004,296.5708,498.5112,-399.5508,286.0467,479.287,-397.4889,275.5807,460.2651,-393.8539,265.2237,441.5353,-388.7041,255.0204,423.1754,-382.1156,245.008,405.2488,-374.1779,235.2163,387.8043,-364.9885,225.6671,370.8765,-354.6485,216.3756,354.4868,-343.259,207.3506,338.646,-330.9175,198.5957,323.3552,-317.7166
400,692.82,-400,389.8442,673.2897,-400.0055,379.6464,653.7813,-400.0056,369.4068,634.2948,-400.0056,359.1254,614.8303,-400.0056,348.8024,595.3879,-400.0056,338.4377,575.9676,-400.0056,328.0316,556.5695,-400.0056,317.5842,537.1936,-400.0055,307.0955,517.84,-400.004,296.568,498.5128,-399.5512,286.0437,479.2888,-397.4888,275.5778,460.2671,-393.8526,265.221,441.5377,-388.701,255.0179,423.1783,-382.1104,245.006,405.2525,-374.1705,235.2148,387.8088,-364.979,225.6663,370.8818,-354.6371,216.3753,354.493,-343.2459,207.3508,338.653,-330.903,198.5964,323.3628,-317.701
400,692.82,-400,389.8439,673.2899,-400.0055,379.6458,653.7816,-400.0056,369.4059,634.2953,-400.0056,359.1242,614.831,-400.0056,348.8009,595.3887,-400.0056,338.4359,575.9686,-400.0056,328.0296,556.5706,-400.0056,317.5819,537.1949,-400.0055,307.093,517.8414,-400.004,296.5653,498.5143,-399.553,286.0409,479.2902,-397.4912,275.575,460.2686,-393.8549,265.2183,441.5394,-388.7025,255.0155,423.1804,-382.1106,245.004,405.255,-374.1691,235.2133,387.812,-364.9759,225.6653,370.8857,-354.6322,216.375,354.4977,-343.2394,207.3511,338.6585,-330.895,198.5972,323.3691,-317.6918
